ordre;CD_REF;CD_NOM;NOM_CITE;AUTEUR;NOMS_COMMUNS;POPULATION;RANG;FAMILLE;ENDEMISME;COMMENTAIRE;STATUT;CRITERES;TENDANCE;VERSION;STATUT_I;STATUT_EU;ANNEEEVAL;NOM_LISTE;TYPE_LISTE;GROUPE_GRAND_PUBLIC
"35";"441810";"441810";"Contopus latirostris";"(J. Verreaux, 1866)";"Moucherolle gobemouche";"";"ES";"Tyrannidae";"";"";"NT";"pr. B2ab(iii)";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"35";"629487";"629487";"Cupania americana ";"L., 1753";"Zyé a crab";"";"ES";"Sapindaceae";"";"";"NT";"pr. D2";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"35";"629637";"629637";"Epidendrum mutelianum ";"Cogn., 1910";"";"";"ES";"Orchidaceae";"";"";"NT";"pr. B2ab(iii)";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"35";"629748";"629748";"Forestiera rhamnifolia ";"Griseb., 1866";"Caca ravet";"";"ES";"Oleaceae";"";"";"NT";"pr. D1";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"35";"442063";"442063";"Melanerpes herminieri";"(Lesson, 1830)";"Pic de la Guadeloupe";"";"ES";"Picidae";"";"";"NT";"pr. B2ab(iii)";"";"2012";"NT";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"35";"639095";"448115";"Mucuna urens ";"(L.) DC.";"Kanikrok";"";"ES";"Fabaceae";"";"";"NT";"pr. D2";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"35";"3158";"3158";"Pluvialis dominica";"(Statius Müller, 1776)";"Pluvier bronzé";"";"ES";"Charadriidae";"";"";"NT";"pr. C2a(ii)";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"35";"445691";"445691";"Sophora tomentosa ";"L., 1753";"Haricot bâtard";"";"ES";"Fabaceae";"";"";"NT";"pr. D2";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"35";"630731";"630731";"Stelis dussii ";"Cogn., 1909";"";"";"ES";"Orchidaceae";"Guadeloupe";"";"NT";"pr. B2ab(iii,v)";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"35";"440197";"440197";"Sula sula";"(Linnaeus, 1766)";"Fou à pieds rouges";"";"ES";"Sulidae";"";"";"NT";"EN (D) (-2)";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"35";"630792";"630792";"Tetrazygia angustifolia ";"(Sw.) DC., 1828";"Petit Crécré";"";"ES";"Melastomataceae";"";"";"NT";"pr. D2";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"459460";"459460";"Actitis macularius";"(Linnaeus, 1766)";"Chevalier grivelé";"";"ES";"Scolopacidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"716106";"716106";"Adiantum obliquum ";"Willd., 1810";"";"";"ES";"Pteridaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"459514";"441623";"Allenia fusca";"(Linnaeus, 1758)";"Moqueur grivotte";"";"ES";"Threskiornithidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"836223";"1962";"Anas discors";"Linnaeus, 1766";"Sarcelle à ailes bleues";"";"ES";"Anatidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"630739";"631587";"Antirhea coriacea ";"(Vahl) Urb., 1899";"Mapou noir";"";"ES";"Rubiaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"2504";"2504";"Ardea alba";"Linnaeus, 1758";"Grande Aigrette";"";"ES";"Ardeidae";"";"";"LC";"";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"199333";"199333";"Ardea herodias";"Linnaeus, 1758";"Grand Héron";"";"ES";"Ardeidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"3239";"3239";"Arenaria interpres";"(Linnaeus, 1758)";"Tournepierre à collier";"";"ES";"Scolopacidae";"";"";"LC";"";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"629128";"629128";"Avicennia schaueriana ";"Stapf & Leechm. ex Moldenke, 1939";"Palétuvier gris";"";"ES";"Acanthaceae";"";"";"LC";"";"";"2013";"LC";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"199360";"199360";"Bartramia longicauda";"(Bechstein, 1812)";"Bartramie des champs";"";"ES";"Scolopacidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"716117";"716117";"Blechnum divergens ";"(Kunze) Mett., 1864";"";"";"ES";"Blechnaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"2489";"2489";"Bubulcus ibis";"(Linnaeus, 1758)";"Héron garde-bœufs";"";"ES";"Ardeidae";"";"";"LC";"";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"629210";"629210";"Buchenavia tetraphylla ";"(Aubl.) R.A.Howard, 1983";"Bois gli-gli";"";"ES";"Combretaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"199328";"199328";"Butorides virescens";"(Linnaeus, 1758)";"Héron vert";"";"ES";"Ardeidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"3218";"3218";"Calidris fuscicollis";"(Vieillot, 1819)";"Bécasseau de Bonaparte";"";"ES";"Scolopacidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"444423";"444423";"Calidris himantopus";"(Bonaparte, 1826)";"Bécasseau à échasses";"";"ES";"Scolopacidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"3203";"3203";"Calidris mauri";"(Cabanis, 1857)";"Bécasseau d'Alaska";"";"ES";"Scolopacidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"3226";"3226";"Calidris melanotos";"(Vieillot, 1819)";"Bécasseau tacheté, Bécasseau à poitrine cendrée";"";"ES";"Scolopacidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"3214";"3214";"Calidris minutilla";"(Vieillot, 1819)";"Bécasseau minuscule";"";"ES";"Scolopacidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"3199";"3199";"Calidris pusilla";"(Linnaeus, 1758)";"Bécasseau semipalmé";"";"ES";"Scolopacidae";"";"";"LC";"";"";"2012";"NT";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"1009";"1009";"Calonectris diomedea";"(Scopoli, 1769)";"Puffin cendré";"";"ES";"Procellariidae";"";"";"LC";"";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"629258";"629258";"Capparis cynophallophora ";"L., 1753";"Bois mabouya";"";"ES";"Capparaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"447325";"447325";"Cedrela odorata";"L., 1759";"Acajou pays";"";"ES";"Meliaceae";"";"";"LC";"";"";"2013";"VU";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"199364";"199364";"Charadrius semipalmatus";"Bonaparte, 1825";"Pluvier semipalmé";"";"ES";"Charadriidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"441774";"441774";"Cinclocerthia ruficauda";"(Gould, 1836)";"Trembleur brun";"";"ES";"Mimidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"3476";"3476";"Coccyzus americanus";"(Linnaeus, 1758)";"Coulicou à bec jaune";"";"ES";"Cuculidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"441783";"441783";"Coccyzus minor";"(Gmelin, 1788)";"Coulicou manioc";"";"ES";"Cuculidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"441785";"441785";"Coereba flaveola";"(Linnaeus, 1758)";"Sucrier à ventre jaune";"";"ES";"Thraupidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"441800";"441800";"Columbina passerina";"(Linnaeus, 1758)";"Colombe à queue noire";"";"ES";"Columbidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"629448";"629448";"Crossopetalum rhacoma ";"Crantz, 1766";"Ti-bonbon";"";"ES";"Celastraceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"441826";"441826";"Crotophaga ani";"Linnaeus, 1758";"Ani à bec lisse";"";"ES";"Cuculidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"629505";"629505";"Cyclopogon cranichoides ";"(Griseb.) Schltr., 1920";"";"";"ES";"Orchidaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"716131";"716131";"Diplazium legalloi ";"Proctor, 1966";"";"";"ES";"Athyriaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"199332";"199332";"Egretta thula";"(Molina, 1782)";"Aigrette neigeuse";"";"ES";"Ardeidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"441885";"441885";"Elaenia martinica";"(Linnaeus, 1766)";"Élénie siffleuse";"";"ES";"Tyrannidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"716136";"716136";"Elaphoglossum flaccidum ";"(Fée) T.Moore, 1862";"";"";"ES";"Lomariopsidaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"629617";"629617";"Elleanthus dussii ";"Cogn., 1910";"";"";"ES";"Orchidaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"629642";"629642";"Epidendrum patens ";"Sw., 1799";"";"";"ES";"Orchidaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"629700";"629700";"Eugenia trinervia ";"Vahl, 1798";"Gwayav montann";"";"ES";"Myrtaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"441904";"441904";"Eulampis holosericeus";"(Linnaeus, 1758)";"Colibri falle-vert";"";"ES";"Trochilidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"441905";"441905";"Eulampis jugularis";"(Linnaeus, 1766)";"Colibri madère";"";"ES";"Trochilidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"629704";"629704";"Euphorbia articulata  ";"Aubl., 1775";"Bois lait";"";"ES";"Euphorbiaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"629727";"629727";"Exostema sanctae-luciae ";"(Kentish) Britten, 1915";"Quinquina montagne";"";"ES";"Rubiaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"2676";"2676";"Falco columbarius";"Linnaeus, 1758";"Faucon émerillon";"";"ES";"Falconidae";"";"";"LC";"EN (D) (-3)";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"2938";"2938";"Falco peregrinus";"Tunstall, 1771";"Faucon pèlerin";"";"ES";"Falconidae";"";"";"LC";"EN (D) (-3)";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"199342";"199342";"Falco sparverius";"Linnaeus, 1758";"Crécerelle d'Amérique";"";"ES";"Falconidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"2468";"2468";"Fregata magnificens";"Mathews, 1914";"Frégate superbe";"";"ES";"Fregatidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"533062";"533062";"Gallinago delicata";"(Ord, 1825)";"Bécassine de Wilson";"";"ES";"Scolopacidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"627293";"627293";"Gallinula galeata";"(Lichtenstein, 1818)";"Gallinule d'Amérique";"";"ES";"Rallidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"441948";"441948";"Geotrygon montana";"(Linnaeus, 1758)";"Colombe rouviolette";"";"ES";"Columbidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"441949";"441949";"Geotrygon mystacea";"(Temminck, 1811)";"Colombe à croissants";"";"ES";"Columbidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"629801";"629801";"Gyminda latifolia ";"(Sw.) Urb., 1904";"Petit merisier";"";"ES";"Celastraceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"629863";"629863";"Hirtella triandra ";"Sw., 1788";"Icaque poilu";"";"ES";"Chrysobalanaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"3696";"3696";"Hirundo rustica";"Linnaeus, 1758";"Hirondelle rustique, Hirondelle de cheminée";"";"ES";"Hirundinidae";"";"";"LC";"";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"629870";"629870";"Hura crepitans ";"L., 1753";"Sablier";"";"ES";"Euphorbiaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"629894";"629894";"Ilex nitida ";"(Vahl) Maxim., 1881";"Bwa Ti Jan";"";"ES";"Aquifoliaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"627332";"627332";"Leucophaeus atricilla";"(Linnaeus, 1758)";"Mouette atricille";"";"ES";"Laridae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"2557";"2557";"Limnodromus griseus";"(Gmelin, 1789)";"Bécassin à bec court";"";"ES";"Scolopacidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"716156";"716156";"Lindsaea lancea ";"(L.) Bedd., 1876";"";"";"ES";"Lindsaeaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"716159";"716159";"Lindsaea quadrangularis subsp. antillensis ";"K.U.Kramer, 1957";"";"";"SSES";"Lindsaeaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"442047";"442047";"Loxigilla noctis";"(Linnaeus, 1766)";"Sporophile rougegorge";"";"ES";"Thraupidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"442053";"442053";"Margarops fuscatus";"(Vieillot, 1808)";"Moqueur corossol";"";"ES";"Mimidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"442056";"442056";"Megaceryle alcyon";"(Linnaeus, 1758)";"Martin-pêcheur d'Amérique";"";"ES";"Alcedinidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"442078";"442078";"Mimus gilvus";"(Vieillot, 1808)";"Moqueur des savanes";"";"ES";"Mimidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"199535";"199535";"Mniotilta varia";"(Linnaeus, 1766)";"Paruline noire et blanche";"";"ES";"Parulidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"734423";"630202";"Myrcia leptoclada ";"DC., 1828";"Merisier bois";"";"ES";"Myrtaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"630204";"630204";"Myrcia platyclada ";"DC., 1828";"Merisier montagne petites feuilles";"";"ES";"Myrtaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"630206";"630206";"Myrcianthes fragrans ";"(Sw.) McVaugh, 1963";"Bois pelé";"";"ES";"Myrtaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
"40";"442143";"442143";"Nyctanassa violacea";"(Linnaeus, 1758)";"Bihoreau violacé";"";"ES";"Ardeidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"1039";"1039";"Oceanites oceanicus";"(Kuhl, 1820)";"Océanite de Wilson";"";"ES";"Oceanitidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"790986";"2423";"Oceanodroma leucorhoa";"(Vieillot, 1818)";"Océanite culblanc";"";"ES";"Hydrobatidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"528760";"528760";"Onychoprion fuscatus";"(Linnaeus, 1766)";"Sterne fuligineuse";"";"ES";"Laridae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"442161";"442161";"Orthorhyncus cristatus";"(Linnaeus, 1758)";"Colibri huppé";"";"ES";"Trochilidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"2660";"2660";"Pandion haliaetus";"(Linnaeus, 1758)";"Balbuzard pêcheur";"";"ES";"Pandionidae";"";"";"LC";"EN (D) (-3)";"";"2012";"LC";"LC";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"625971";"625971";"Pandion haliaetus carolinensis";"(Gmelin, 1788)";"";"";"SSES";"Pandionidae";"";"";"LC";"";"";"2012";"";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"626167";"626167";"Parkesia motacilla";"(Vieillot, 1809)";"Paruline hochequeue";"";"ES";"Parulidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"626165";"626165";"Parkesia noveboracensis";"(Gmelin, 1789)";"Paruline des ruisseaux, Sylvette des ruisseaux";"";"ES";"Parulidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"459507";"459507";"Patagioenas squamosa";"(Bonnaterre, 1792)";"Pigeon à cou rouge";"";"ES";"Columbidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_nicheurs_2012";"Oiseaux";
"40";"442189";"442189";"Pelecanus occidentalis";"Linnaeus, 1766";"Pélican brun";"";"ES";"Pelecanidae";"";"";"LC";"VU (D1) (-2)";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"442197";"442197";"Petrochelidon pyrrhonota";"(Vieillot, 1817)";"Hirondelle à front blanc";"";"ES";"Hirundinidae";"";"";"LC";"";"";"2012";"LC";"";"";"Liste rouge des oiseaux non nicheurs de Guadeloupe";"Oiseaux_Guadeloupe_non_nicheurs_2012";"Oiseaux";
"40";"630437";"630437";"Piscidia carthagenensis ";"Jacq., 1760";"Bois enivrant";"";"ES";"Fabaceae";"";"";"LC";"";"";"2013";"";"";"";"Liste rouge de la Flore vasculaire de Guadeloupe - 1";"Flore_vasculaire_Guadeloupe_1_2013";"Plantes, mousses et fougères";
